date,Portfolio
2020-02-12,
2020-02-19,
2020-02-26,
2020-03-04,
2020-03-11,
2020-03-18,
2020-03-25,
2020-04-01,
2020-04-08,
2020-04-15,
2020-04-22,
2020-04-29,
2020-05-06,
2020-05-13,
2020-05-20,
2020-05-27,
2020-06-03,
2020-06-10,
2020-06-17,
2020-06-24,
2020-07-01,
2020-07-08,
2020-07-15,
2020-07-22,
2020-07-29,
2020-08-05,
2020-08-12,
2020-08-19,
2020-08-26,
2020-09-02,
2020-09-09,
2020-09-16,
2020-09-23,
2020-09-30,0.10050692830548805
2020-10-07,-0.08276926613163493
2020-10-14,0.06640012224897118
2020-10-21,-0.022492509592850003
2020-10-28,-0.01552915735421642
2020-11-04,-0.05777269634617413
2020-11-11,0.13965219633309775
2020-11-18,0.06425977187072185
2020-11-25,0.12034547944070935
2020-12-02,-0.019626224427189136
2020-12-09,-0.10152542318884487
2020-12-16,0.10026193991849017
2020-12-23,-0.10823679481822408
2020-12-30,0.2705019951983307
2021-01-06,0.2327274333478096
2021-01-13,0.19016440194821993
2021-01-20,0.13427685458678731
2021-01-27,-0.08001437435171319
2021-02-03,0.3262399753605981
2021-02-10,0.5423014721534509
2021-02-17,0.16877619184382964
2021-02-24,0.3127586498849133
2021-03-03,-0.020991414955256013
2021-03-10,0.06739001125995542
2021-03-17,0.009862193259200798
2021-03-24,-0.07614420544667662
2021-03-31,0.33223052114447466
2021-04-07,0.16270131133341198
2021-04-14,0.18584446868056304
2021-04-21,-0.049549580580780406
2021-04-28,0.08705191935816628
2021-05-05,0.1179230366706721
2021-05-12,-0.12233898831792386
2021-05-19,-0.2965029710892604
2021-05-26,0.048223127254738214
2021-06-02,-0.006460628830495
2021-06-09,0.0052524937295505775
2021-06-16,-0.04021234121973037
2021-06-23,-0.19306210808112406
2021-06-30,0.08680689124395921
2021-07-07,0.01079576458513652
2021-07-14,-0.09699430980188987
2021-07-21,-0.08654547882844169
2021-07-28,0.13428055555045393
2021-08-04,0.15372482527102138
2021-08-11,0.16722172556612547
2021-08-18,0.1748179705292473
2021-08-25,0.09496127719941949
2021-09-01,0.17466818797625724
2021-09-08,0.06528929461283714
2021-09-15,0.10635231763198094
2021-09-22,-0.1193418097722633
2021-09-29,-0.08634222704400257
2021-10-06,0.189727065512039
2021-10-13,0.07950579688501865
2021-10-20,0.10593261900105123
2021-10-27,-0.0776689096650204
2021-11-03,0.23011716586172218
2021-11-10,-0.008250288450994143
2021-11-17,-0.04710538113622098
2021-11-24,-0.06332476951900887
2021-12-01,0.026475871779011416
2021-12-08,-0.1077006067320935
2021-12-15,-0.07330503063743729
2021-12-22,-0.0228341515112881
2021-12-29,-0.034641675182781814
2022-01-05,-0.06291019997106034
2022-01-12,0.0007140395090187018
2022-01-19,-0.06266113193006251
2022-01-26,-0.21226561278186812
2022-02-02,0.03403260596972562
2022-02-09,0.16774320759150843
2022-02-16,-0.051537814106893814
2022-02-23,-0.14849784763992582
2022-03-02,0.13312295632103852
2022-03-09,-0.052189691013429934
2022-03-16,0.005695172059666521
2022-03-23,0.0676977347278103
2022-03-30,0.13144755853877152
2022-04-06,-0.08995044534922865
2022-04-13,-0.043808399003813836
2022-04-20,0.013479544751503638
2022-04-27,-0.05750068128411361
2022-05-04,0.062340639181211736
2022-05-11,-0.3256622416954129
2022-05-18,0.00527715462856408
2022-05-25,0.07151201147616124
2022-06-01,-0.057474258212822114
2022-06-08,-0.028174181464889956
2022-06-15,-0.1645458497521717
2022-06-22,-0.06950454118248772
2022-06-29,0.00213914978210174
2022-07-06,0.04472746315445307
2022-07-13,-0.03797217959189532
2022-07-20,0.12944444913496586
2022-07-27,0.00898709617026156
2022-08-03,0.01563036207619306
2022-08-10,0.0963576839124348
2022-08-17,-0.057833296183602494
2022-08-24,-0.08108595880762026
2022-08-31,-0.0618192872049377
2022-09-07,-0.00025216773018464124
2022-09-14,0.0183438134098627
2022-09-21,-0.08676934568789418
2022-09-28,0.05017068269804914
2022-10-05,0.03284833472826606
2022-10-12,-0.05320722921497969
2022-10-19,-0.01657191787136448
2022-10-26,0.06531212547691086
2022-11-02,-0.0012880770310153807
2022-11-09,-0.20628020378541687
2022-11-16,-0.012472979995291823
2022-11-23,0.01673873521312438
2022-11-30,0.0176132849882033
2022-12-07,-0.03542049944380304
2022-12-14,0.01530465084984534
2022-12-21,-0.08588543083338968
2022-12-28,-0.05583564538161816
2023-01-04,0.10986430442183517
2023-01-11,0.10437802192630988
2023-01-18,0.11487924496751421
2023-01-25,0.10887896533687441
2023-02-01,0.023044339095884978
2023-02-08,0.007412648067824618
2023-02-15,0.018539652692193397
2023-02-22,0.01147843482416748
2023-03-01,-0.04113950505613415
2023-03-08,-0.10490308205636772
2023-03-15,0.05896657199189887
2023-03-22,0.04495655670661093
2023-03-29,0.01834940941843706
2023-04-05,0.007905940936686163
2023-04-12,0.04221677403407502
2023-04-19,-0.015658592791235937
2023-04-26,-0.026863829749376355
2023-05-03,0.020780334578947214
2023-05-10,-0.038774355778374715
2023-05-17,0.0024609926118125997
2023-05-24,-0.020571428498350218
2023-05-31,0.022213621727965614
2023-06-07,-0.0654841007963866
2023-06-14,-0.10367758117341386
2023-06-21,0.10142152817974687
2023-06-28,-0.022772821934274056
2023-07-05,0.07020629153062055
2023-07-12,0.03414142752703784
2023-07-19,0.042244593789368054
2023-07-26,-0.006892119232164001
2023-08-02,-0.037371804643921314
2023-08-09,0.0167463585522122
2023-08-16,-0.049379948623971104
2023-08-23,-0.0381359889267443
2023-08-30,0.0017325906304828968
2023-09-06,-0.03337796082433564
2023-09-13,-0.018266636587309978
2023-09-20,0.04449330453695405
2023-09-27,-0.024191763195656496
2023-10-04,0.06490384306744676
2023-10-11,-0.044452779083653415
2023-10-18,0.03008285047524734
2023-10-25,0.17639898605909327
2023-11-01,0.09925590869400895
2023-11-08,0.03639770976625508
2023-11-15,0.1550232629365402
2023-11-22,-0.060445699859983805
2023-11-29,0.0048634292844557
2023-12-06,0.07852272503536775
2023-12-13,0.09469118860753002
2023-12-20,0.0227757641984171
2023-12-27,0.16403098743909392
2024-01-03,-0.045436825962691454
2024-01-10,0.02461344227810446
2024-01-17,-0.02505244033964922
2024-01-24,-0.0720022694110049
2024-01-31,0.04790461916815025
2024-02-07,0.050695340971156494
2024-02-14,0.11336759132063987
2024-02-21,0.017284618620165337
2024-02-28,0.11351863163389343
2024-03-06,0.08473096570505646
2024-03-13,0.17315052349307117
2024-03-20,-0.05413222718089801
2024-03-27,0.0016240381356372002
2024-04-03,-0.040481826036290046
2024-04-10,0.021301280774477696
2024-04-17,-0.1584953045990485
2024-04-24,0.07855472283119903
2024-05-01,-0.040562710433604036
2024-05-08,0.037786510199180556
2024-05-15,0.04251018369623723
2024-05-22,0.04748994652779747
2024-05-29,-0.04191148831648186
2024-06-05,0.05883948199805126
2024-06-12,-0.0631436881491405
2024-06-19,-0.07032158199174847
2024-06-26,-0.008344296976028141
2024-07-03,0.0174235593410701
2024-07-10,-0.01253755191330544
2024-07-17,0.06659755758275197
2024-07-24,0.01984311208976172
2024-07-31,-0.0299249208161183
2024-08-07,-0.13238270211103942
2024-08-14,0.033159870201402354
2024-08-21,0.07334928313872208
2024-08-28,-0.0288600397853527
2024-09-04,-0.0459934522019047
2024-09-11,0.013449847804691478
2024-09-18,0.023535306322309275
2024-09-25,0.05744950141009974
2024-10-02,-0.05098285850403269
2024-10-09,0.012589125246704039
2024-10-16,0.06935372780839391
2024-10-23,0.00848843608467658
2024-10-30,0.036140408842867434
2024-11-06,0.010399452518651979
2024-11-13,0.144170694982166
2024-11-20,0.06794021995770773
2024-11-27,0.1240688291718154
2024-12-04,0.20234246640864806
2024-12-11,-0.06277143424892176
2024-12-18,-0.07419534047752019
2024-12-25,-0.010497590007989678
2025-01-01,-0.026470520163972482
2025-01-08,-0.00987482696015388
2025-01-15,0.027515870507584972
2025-01-22,0.04384894609894041
2025-01-29,-0.06197825893331531
2025-02-05,-0.12320792418458865
2025-02-12,0.08950459565448599
2025-02-19,-0.056924976417291336
2025-02-26,-0.09739851905189942
2025-03-05,0.033001995695368436
2025-03-12,-0.09328596002877815
2025-03-19,0.07459814137257458
2025-03-26,0.009916575747294558
2025-04-02,-0.07700529340353247
2025-04-09,-0.012155570164179397
2025-04-16,0.027230921082407634
2025-04-23,0.09035911574561312
2025-04-30,-0.00680819050451462
2025-05-07,0.0036788730034467395
2025-05-14,0.1417180391346062
2025-05-21,0.0003666982654282596
2025-05-28,-0.0031988506932276407
2025-06-04,-0.05939368745681758
2025-06-11,0.0315861296311811
2025-06-18,-0.06351085559482934
2025-06-25,-0.013346019560941776
2025-07-02,0.03876003634286046
2025-07-09,0.021412962665906057
2025-07-16,0.0897256647278272
2025-07-23,0.035341035007052
2025-07-30,-0.00542089448056584
